SEZIONE,IL LOTO,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO,ASSOCIAZIONE PER LA DIFESA DELLA VITA,UNIONE DEMOCRATICA PER I CONSUMATORI,PARTITO LIBERALE ITALIANO,PARTITO COMUNISTA DEI LAVORATORI,PER IL BENE COMUNE,FORZA NUOVA,IL POPOLO DELLA LIBERTA',MOVIMENTO PER L'AUTONOMIA - ALLEATI PER IL SUD,PARTITO DEMOCRATICO,ITALIA DEI VALORI - LISTA DI PIETRO,LA DESTRA - FIAMMA TRICOLORE,SINISTRA CRITICA,PARTITO SOCIALISTA - BOSELLI,LA SINISTRA L'ARCOBALENO,TOTALE,AFFLUENZA
1197,1,25,1,0,2,3,3,6,357,2,185,29,23,2,1,17,657,0.5354523227383863
1198,0,30,3,1,0,6,0,1,322,0,201,21,24,2,2,20,633,0.544750430292599
1199,0,27,2,0,0,2,4,4,291,1,281,40,29,1,3,34,719,0.7840785169029444
1200,0,34,2,1,0,4,0,3,308,2,190,28,12,4,4,12,604,0.5431654676258992
1201,0,41,4,1,3,1,1,3,390,0,232,40,29,5,2,31,783,0.7901109989909183
1202,0,46,4,1,1,5,3,6,411,0,295,36,42,2,0,11,863,0.7788808664259927
1203,0,34,0,0,3,2,1,8,348,0,278,30,25,1,3,12,745,0.7967914438502673
1204,0,12,0,1,2,2,2,2,345,3,182,26,28,3,0,16,624,0.7732342007434945
1205,2,13,1,1,0,2,1,5,323,1,230,20,21,6,7,15,648,0.42105263157894735
1206,1,6,3,1,2,2,1,2,243,2,185,17,9,2,4,10,490,0.3349282296650718
1207,0,39,2,0,0,3,4,1,311,0,224,40,22,3,3,16,668,0.817625458996328
1208,1,29,2,2,1,2,6,4,293,0,246,32,34,2,5,21,680,0.7962529274004684
1209,1,38,3,3,1,1,0,4,303,1,198,28,22,5,2,15,625,0.785175879396985
1210,0,23,3,1,1,2,3,6,262,1,161,29,22,6,2,13,535,0.7621082621082621
1211,2,24,2,2,1,4,1,4,330,1,234,31,31,4,2,15,688,0.7908045977011494
1212,2,24,1,4,0,4,1,5,329,0,294,48,35,1,12,24,784,0.8278775079197466
1213,1,12,0,2,1,1,1,0,254,0,136,19,19,3,0,11,460,0.8098591549295775
1214,0,38,5,4,1,7,1,7,404,3,248,34,28,4,2,25,811,0.7600749765698219
1215,0,26,5,0,3,4,2,4,331,0,314,33,14,2,1,28,767,0.7526987242394504
1216,0,17,4,5,0,2,1,9,375,0,232,29,18,1,0,22,715,0.7671673819742489
1217,2,27,1,1,3,2,1,3,219,4,321,24,21,4,3,53,689,0.5472597299444003
1218,1,16,5,1,0,0,2,1,280,1,193,29,21,0,6,4,560,0.4534412955465587
1219,0,33,3,0,0,5,3,3,147,1,310,34,7,3,1,52,602,0.4898291293734744
1220,0,30,1,6,2,1,1,1,119,1,219,19,21,3,2,48,474,0.7452830188679245
1221,1,28,7,0,0,2,2,1,196,1,414,29,16,5,4,33,739,0.7587268993839835
1222,0,24,4,1,0,6,0,3,159,0,311,24,13,11,3,55,614,0.7608426270136307
1223,0,25,2,1,1,5,3,5,160,0,343,23,34,0,8,59,669,0.530952380952381
1224,1,33,0,0,0,4,1,1,137,2,278,18,15,5,3,51,549,0.48455428067078554
1225,0,28,3,1,1,2,1,7,119,1,158,11,17,6,1,32,388,0.7252336448598131
1226,0,39,2,0,1,2,1,1,200,0,291,36,24,3,8,51,659,0.7322222222222222
1227,0,29,4,1,0,1,1,1,121,1,192,24,13,3,0,32,423,0.7218430034129693
1228,0,37,1,1,0,4,2,2,229,3,295,34,13,1,2,20,644,0.7921279212792128
1229,0,23,2,0,4,1,0,2,181,0,272,32,16,1,5,26,565,0.7718579234972678
1230,2,31,2,0,0,4,3,2,204,0,331,38,18,10,2,52,699,0.7475935828877005
1231,0,16,1,2,3,1,0,4,161,0,190,17,23,2,2,23,445,0.689922480620155
1232,2,26,0,0,0,8,1,3,216,0,320,35,22,4,4,45,686,0.7035897435897436
1233,2,12,2,0,1,2,4,2,227,0,323,26,30,5,5,41,682,0.6826826826826827
1234,0,22,2,0,3,4,2,4,206,1,325,28,17,2,2,32,650,0.785024154589372
1235,0,32,0,5,1,1,1,3,279,0,355,34,25,1,4,38,779,0.779
1236,1,33,2,4,1,3,6,5,204,0,381,46,16,6,6,49,763,0.7882231404958677
1237,0,30,6,0,2,3,2,1,245,0,278,28,15,1,5,25,641,0.7798053527980535
1238,1,28,4,0,2,0,3,2,252,0,284,32,13,6,3,35,665,0.7841981132075472
1239,0,22,3,2,2,2,3,6,274,0,324,36,19,4,8,40,745,0.757884028484232
1240,0,31,3,1,1,2,3,6,266,0,297,29,26,3,10,33,711,0.8070374574347332
1241,0,15,6,0,0,2,1,3,230,0,242,21,27,4,6,25,582,0.8083333333333333
1242,2,37,2,0,2,0,2,2,255,2,299,42,38,3,2,36,724,0.7685774946921444
1243,1,27,3,1,1,2,0,1,220,2,250,30,20,3,3,27,591,0.7869507323568575
1244,0,13,0,4,2,3,3,0,159,0,351,23,26,1,5,59,649,0.7451205510907003
1245,0,12,0,0,2,3,2,2,214,0,309,17,20,2,5,68,656,0.7046186895810956
1246,0,18,0,1,0,6,1,7,108,0,234,14,14,2,1,55,461,0.7423510466988728
1247,1,24,1,1,1,5,0,1,160,0,371,27,15,6,2,59,674,0.7607223476297968
1248,0,15,0,3,1,11,1,5,200,0,247,24,19,1,5,44,576,0.6939759036144578
1249,0,46,3,2,0,6,2,4,248,3,374,42,15,8,5,53,811,0.7873786407766991
1250,0,25,2,0,2,3,1,4,203,0,366,53,27,5,2,55,748,0.7384007897334649
1251,0,28,0,1,1,2,1,1,171,0,266,19,19,1,1,27,538,0.794682422451994
1252,1,33,1,0,0,3,1,2,213,0,280,27,14,4,3,31,613,0.4051553205551884
1253,0,19,1,1,2,3,3,0,186,2,327,24,14,5,3,25,615,0.43370944992947813
1254,0,20,4,0,2,1,1,1,157,2,249,33,12,4,8,40,534,0.4024114544084401
1255,0,11,4,3,1,6,1,2,185,0,290,19,14,4,2,42,584,0.42257597684515197
1256,2,27,7,0,0,11,1,1,164,1,310,40,24,3,5,70,666,0.7070063694267515
1257,0,18,2,4,2,3,3,2,188,2,340,19,14,5,7,62,671,0.7293478260869565
1258,1,31,5,3,0,3,2,1,187,1,401,26,19,6,4,60,750,0.7606490872210954
1259,0,10,2,2,1,1,3,3,205,0,380,30,14,7,5,52,715,0.7518401682439537
1260,2,22,3,0,2,4,3,1,188,1,294,39,13,2,8,46,628,0.7405660377358491
1261,0,11,0,1,1,0,0,2,161,0,153,12,20,1,5,13,380,0.7949790794979079
1262,1,22,1,2,0,6,1,0,150,3,331,16,13,6,3,57,612,0.732934131736527
1263,1,41,3,0,0,3,1,8,187,0,379,48,21,5,4,58,759,0.7651209677419355
1264,0,30,2,4,1,5,0,3,217,2,285,39,30,3,8,48,677,0.976911976911977
1265,3,23,0,2,1,3,0,5,288,2,276,31,33,3,7,19,696,0.934228187919463
1266,0,36,10,1,1,4,3,2,281,2,333,57,38,6,5,40,819,0.9019823788546255
1267,3,25,1,2,1,3,2,6,318,3,266,56,18,3,5,39,751,0.9579081632653061
1268,1,0,2,3,2,4,2,5,302,0,310,51,32,4,3,30,751,0.846674182638106
1269,1,26,3,1,0,1,1,10,260,5,339,41,42,5,4,39,778,0.9272943980929678
1270,0,19,4,3,2,3,1,6,287,2,267,32,18,3,3,34,684,0.9941860465116279
1271,1,16,3,3,1,3,1,0,251,0,312,44,17,2,4,44,702,0.7580993520518359
1272,1,23,2,1,1,2,0,7,276,2,241,38,21,1,7,24,647,
1273,0,32,2,1,0,2,1,1,205,1,149,13,11,1,3,9,431,0.7822141560798548
1274,0,59,5,1,0,3,1,4,191,1,295,36,14,6,7,42,665,0.7
1275,2,23,1,0,3,3,5,1,200,3,265,41,16,2,1,28,594,0.9867109634551495
1276,0,18,0,0,0,4,0,1,197,1,297,26,8,4,8,34,598,0.7920529801324503
1277,2,25,3,0,1,6,3,3,275,2,320,43,16,3,7,38,747,0.8967587034813925
1278,3,34,5,4,0,1,3,4,230,1,347,47,24,5,6,25,739,0.9330808080808081
1279,1,25,2,2,0,6,2,2,181,1,218,23,17,1,3,23,507,0.8681506849315068
1280,0,21,4,2,2,0,0,1,226,0,360,26,8,2,2,23,677,0.8107784431137725
1281,0,45,3,2,2,1,1,0,264,0,305,44,19,3,4,27,720,0.7982261640798226
1282,0,33,2,0,0,1,3,4,206,0,348,33,13,4,4,30,681,0.7712344280860702
1283,1,28,1,1,1,3,0,1,203,0,289,35,17,2,5,28,615,0.7755359394703657
1284,1,30,5,2,1,5,5,1,312,2,340,46,17,4,2,28,801,0.8115501519756839
1285,0,23,3,2,2,1,0,13,318,2,251,50,27,3,1,25,721,0.9677852348993289
1286,0,20,8,2,0,4,9,4,311,1,309,52,20,2,4,28,774,0.937046004842615
1287,1,33,5,1,2,6,2,6,221,1,314,39,28,6,5,32,702,0.7397260273972602
1288,1,21,6,0,1,5,0,5,236,1,287,34,24,4,2,40,667,0.7728852838933952
1289,0,31,2,0,1,1,2,2,186,0,217,31,7,2,3,24,509,0.7302725968436155
1290,1,39,8,0,1,0,2,1,180,1,237,39,20,6,7,22,564,0.8245614035087719
1291,1,35,1,0,4,5,1,8,215,0,251,31,21,2,6,24,605,0.4975328947368421
1292,0,66,1,1,1,6,3,6,267,2,301,31,26,3,8,31,753,0.9138349514563107
1293,0,13,0,2,2,3,1,4,226,2,181,25,24,1,4,28,516,0.4619516562220233
1294,0,49,5,2,3,2,0,6,105,0,39,13,18,1,0,4,247,0.2778402699662542
1295,0,33,1,2,1,1,0,6,204,0,342,29,12,3,6,29,669,0.522248243559719
1296,0,13,0,1,1,2,3,1,135,0,200,11,17,3,6,30,423,0.44154488517745305
1297,0,13,1,0,1,2,2,3,142,0,214,26,6,3,4,34,451,0.439143135345667
1298,0,23,7,0,1,3,1,5,215,1,252,26,16,1,7,22,580,0.7125307125307125
1299,0,24,0,3,1,4,4,6,217,2,287,44,24,3,4,18,641,0.49194167306216424
1300,0,23,1,1,0,5,0,2,197,0,235,15,14,2,3,28,526,0.4558058925476603
1301,0,37,1,1,0,2,2,10,314,1,275,49,30,6,4,26,758,0.9334975369458128
1302,0,28,0,0,3,0,0,5,342,3,262,22,26,3,2,13,709,0.9779310344827586
1303,1,17,3,0,3,2,1,2,247,0,328,26,17,4,1,28,680,0.7480748074807481
1304,0,21,3,2,1,3,1,5,378,4,256,40,36,2,3,15,770,0.8840413318025259
1305,1,13,2,4,0,4,3,1,196,3,251,25,11,2,3,22,541,0.3633310946944258
1306,1,17,0,1,2,4,1,6,247,0,297,26,23,10,5,10,650,0.7088331515812432
1307,0,36,0,2,2,2,1,6,337,2,306,38,35,3,0,32,802,0.9627851140456183
1308,2,28,1,4,1,6,1,9,348,4,287,29,23,1,2,25,771,0.9471744471744472
1309,0,26,1,2,0,6,1,6,285,1,310,41,35,5,4,15,738,0.9122373300370828
1310,0,25,1,2,2,0,3,3,206,1,248,22,9,3,0,22,547,0.4418416801292407
1311,0,17,0,1,1,5,1,1,139,1,169,20,7,1,3,20,386,0.364494806421152
1312,0,18,0,4,0,2,1,2,196,0,211,20,8,1,2,14,479,0.4315315315315315
1313,1,42,2,4,1,4,3,10,349,6,297,37,23,3,4,20,806,0.9549763033175356
1314,1,36,2,2,1,4,0,5,306,0,277,49,28,7,8,17,743,
1315,1,31,3,4,0,5,1,6,333,7,290,33,37,4,14,31,800,0.9535160905840286
1316,0,24,2,1,3,1,2,2,258,0,328,30,29,2,5,19,706,0.761596548004315
1317,0,25,3,2,2,2,0,3,321,3,240,26,20,2,4,16,669,0.962589928057554
1318,0,47,3,0,2,1,1,6,345,0,281,28,24,2,1,26,767,0.9098457888493475
1319,0,23,0,3,1,5,3,2,243,0,219,29,24,2,1,11,566,0.7496688741721854
1320,0,33,4,1,0,3,3,5,245,1,285,30,14,3,9,23,659,0.885752688172043
1321,1,26,3,2,1,3,0,3,230,0,232,52,13,0,6,17,589,
1322,0,33,4,2,2,1,0,6,340,0,315,39,26,5,3,16,792,0.9317647058823529
1323,1,17,1,0,3,1,1,2,189,0,216,14,24,3,5,16,493,0.753822629969419
1324,0,14,1,1,0,4,1,3,154,1,200,28,13,2,2,16,440,0.7142857142857143
1325,0,33,4,6,5,1,1,8,346,3,270,27,23,2,3,26,758,0.9643765903307888
1326,0,23,3,1,0,2,2,6,340,1,277,32,28,1,7,27,750,0.9025270758122743
1327,0,42,4,3,1,2,6,1,251,3,314,46,29,5,8,30,745,0.9231722428748451
1328,2,30,4,2,3,2,2,8,312,2,345,28,22,3,4,38,807,0.9297235023041475
1329,0,19,6,2,0,0,0,3,221,1,267,41,20,3,0,28,611,0.9591836734693877
1330,0,33,2,3,2,2,2,7,254,0,247,25,21,1,1,20,620,0.9935897435897436
1331,0,22,1,2,0,3,3,3,248,0,311,36,28,7,5,26,695,0.7603938730853391
1332,1,21,3,1,1,2,2,2,254,0,299,32,27,5,1,23,674,0.7302275189599133
1333,1,16,0,0,1,2,1,2,163,0,198,22,15,2,1,13,437,0.4486652977412731
1334,1,20,1,0,0,2,3,2,214,1,263,30,27,3,1,17,585,0.8091286307053942
1335,2,27,4,3,2,2,4,2,195,0,203,28,13,3,3,12,503,0.47452830188679246
1336,0,21,1,1,1,2,2,3,229,0,257,28,13,3,4,19,584,0.7828418230563002
1337,0,24,1,1,1,2,1,1,202,0,236,32,23,5,6,25,560,0.7799442896935933
1338,0,17,0,5,0,7,1,3,247,2,292,25,19,3,4,22,647,0.5787119856887298
1339,1,28,0,3,0,1,2,0,273,0,269,43,18,7,1,17,663,0.4537987679671458
1340,0,10,0,1,1,1,0,2,148,1,210,14,14,2,2,16,422,0.7771639042357275
1341,1,11,0,1,1,5,1,0,130,0,212,18,8,7,4,30,429,0.6919354838709677
1342,0,13,2,1,1,3,0,2,227,1,233,22,15,4,2,22,548,0.5518630412890232
1343,1,13,5,3,1,3,1,6,225,0,224,28,22,5,5,24,566,0.43605546995377503
1344,0,21,0,4,0,7,2,3,170,0,275,26,18,3,0,24,553,0.7200520833333334
1345,0,12,2,0,2,2,1,9,222,1,307,30,31,3,0,14,636,0.6958424507658644
1346,0,24,2,2,2,2,0,8,255,0,256,35,24,3,3,32,648,0.6605504587155964
1347,1,27,2,6,3,8,3,7,248,0,257,18,25,6,3,16,630,0.6810810810810811
1348,0,15,1,3,1,2,3,3,285,1,301,41,35,6,3,34,734,0.7181996086105675
1349,0,20,2,1,2,6,1,2,255,0,297,22,35,5,2,26,676,0.7797001153402537
1350,1,18,0,1,3,9,3,6,335,0,322,39,26,1,3,29,796,0.7249544626593807
1351,0,17,5,4,1,7,0,4,275,0,297,30,29,2,0,29,700,0.746268656716418
1352,1,10,4,10,1,4,2,9,208,1,245,17,20,2,1,22,557,0.7300131061598951
1353,0,23,0,2,0,2,2,3,212,1,211,19,23,4,2,17,521,0.6569987389659521
1354,0,23,2,0,0,2,3,6,208,1,216,44,13,1,1,30,550,0.8148148148148148
1355,0,21,5,1,1,2,1,4,210,2,216,30,14,1,0,27,535,0.7181208053691275
1356,0,14,4,3,0,2,2,0,198,0,213,23,17,5,3,8,492,0.8013029315960912
1357,0,20,2,1,0,1,2,3,211,0,219,25,16,8,2,14,524,0.8704318936877077
1358,0,21,2,2,0,1,3,2,230,0,311,31,19,5,5,17,649,0.7895377128953771
1359,0,28,1,4,0,5,2,4,255,0,305,39,22,2,2,27,696,0.7427961579509071
1360,1,19,2,1,3,2,0,6,281,3,254,44,24,5,2,31,678,0.7643742953776775
1361,0,24,1,3,1,0,1,7,230,1,283,40,27,3,5,27,653,0.7829736211031175
1362,1,18,2,0,0,3,0,2,222,0,319,37,22,2,1,32,661,0.76239907727797
1363,0,21,0,1,0,2,1,5,276,0,308,23,13,1,2,13,666,0.7726218097447796
1364,0,17,1,0,1,4,0,3,178,0,244,22,5,5,3,19,502,0.7640791476407914
1365,0,11,2,0,0,2,2,0,146,1,257,26,14,1,3,23,488,0.7934959349593496
1366,0,15,2,4,2,2,4,3,183,0,293,28,17,5,1,42,601,0.7171837708830548
1367,0,23,1,1,0,2,1,3,263,0,267,31,15,3,2,21,633,0.7785977859778598
1368,0,38,0,2,2,2,2,4,252,1,298,32,23,8,2,29,695,0.8006912442396313
1369,0,37,0,1,1,5,3,5,241,0,311,35,18,3,0,37,697,0.808584686774942
1370,0,27,2,0,0,3,0,0,171,0,284,39,17,0,4,25,572,0.7922437673130194
1371,0,30,2,3,2,0,1,2,214,1,290,32,11,2,1,12,603,0.75
1372,1,36,2,0,2,6,0,1,287,1,306,40,22,1,1,18,724,0.839907192575406
1373,0,40,3,0,1,1,1,4,323,0,294,45,28,4,4,29,777,0.8043478260869565
1374,0,33,8,0,2,5,5,4,318,0,371,46,28,7,6,20,853,0.7957089552238806
1375,0,37,9,1,1,4,0,1,282,0,283,39,20,4,6,17,704,0.8253223915592028
1376,0,26,3,1,3,1,1,1,283,2,305,41,16,0,5,16,704,0.8262910798122066
1377,3,16,2,3,2,3,3,7,270,2,350,40,13,5,2,32,753,0.7770897832817337
1378,1,23,0,1,0,6,1,2,225,1,273,29,19,3,8,31,623,0.800771208226221
1379,1,16,4,0,2,2,0,2,250,0,308,45,17,4,6,21,678,0.5078651685393258
1380,0,23,5,1,0,1,0,2,273,0,221,26,23,2,4,12,593,0.48726376335250615
1381,0,32,5,0,2,2,2,2,273,1,278,28,23,2,4,12,666,0.8649350649350649
1382,0,37,1,0,4,2,2,4,218,0,221,30,23,1,3,17,563,0.7311688311688311
1383,1,21,6,1,1,3,2,3,285,4,284,24,15,3,5,29,687,0.7300743889479278
1384,0,16,3,0,0,1,1,1,176,1,220,31,6,3,7,21,487,0.7550387596899225
1385,0,19,3,0,0,5,1,0,222,4,269,24,7,1,9,17,581,0.757496740547588
1386,2,25,3,4,2,2,1,1,238,1,345,37,19,2,7,24,713,0.7434827945776851
1387,2,17,2,2,0,2,1,4,273,0,298,26,15,2,13,34,691,0.7289029535864979
1388,1,28,1,0,1,1,1,7,266,1,268,34,19,4,8,37,677,0.7480662983425415
1389,2,14,4,1,1,0,3,1,215,0,242,50,16,4,7,40,600,0.7050528789659224
1390,0,22,2,1,2,3,2,1,187,1,291,31,16,2,9,26,596,0.7631241997439181
1391,0,28,3,2,1,7,2,2,248,0,376,44,16,2,5,28,764,0.7917098445595855
1392,1,35,3,1,1,1,0,3,219,0,347,26,10,3,6,19,675,0.7857974388824214
1393,1,26,5,5,3,3,0,4,244,0,371,27,11,4,3,31,738,0.7851063829787234
1394,0,20,3,0,3,0,1,1,219,0,364,20,20,3,5,22,681,0.7549889135254989
1395,1,22,3,3,2,2,0,3,260,0,298,36,10,5,5,25,675,0.7885514018691588
1396,0,21,2,0,0,2,1,1,221,0,266,27,10,1,7,15,574,0.7841530054644809
1397,1,27,12,1,0,2,2,2,278,0,320,32,25,0,6,17,725,0.7754010695187166
1398,0,24,2,0,1,1,5,3,222,0,330,30,12,2,5,27,664,0.5143299767621998
1399,0,30,2,1,3,1,0,0,269,1,298,26,19,3,9,25,687,0.7667410714285714
1400,0,21,3,4,3,0,3,2,194,0,250,21,11,2,2,20,536,0.4953789279112754
1401,0,54,1,3,2,1,0,4,216,1,323,39,28,0,6,20,698,0.7661909989023051
1402,1,84,8,3,1,7,6,3,222,0,349,31,21,5,3,31,775,0.7908163265306123
1403,0,20,7,2,2,2,1,3,186,1,308,25,18,2,3,27,607,0.7466174661746617
1404,1,32,5,0,3,3,1,1,310,2,314,35,13,4,5,31,760,0.7314725697786333
1405,0,25,1,0,0,3,1,3,214,0,315,23,9,5,10,23,632,0.49297971918876754
1406,0,24,3,0,0,0,1,2,267,1,300,33,26,1,5,32,695,0.7756696428571429
1407,1,19,3,0,1,2,0,2,126,0,233,26,14,2,4,25,458,0.4126126126126126
1408,0,24,2,1,1,2,0,3,225,2,256,27,18,5,2,18,586,0.7427122940430925
1409,0,13,6,1,0,1,2,2,238,1,312,19,24,3,6,20,648,0.7561260210035006
1410,2,37,6,3,1,1,3,2,315,0,306,32,21,6,5,33,773,0.7792338709677419
1411,0,22,1,1,0,1,1,2,159,2,223,25,14,3,2,21,477,0.3890701468189233
1412,1,29,8,2,0,3,0,4,273,1,311,37,21,3,4,31,728,0.7687434002111933
1413,0,30,2,2,0,1,2,3,230,0,339,32,20,6,5,24,696,0.7623220153340635
1414,0,22,2,1,1,2,2,1,277,2,286,33,24,1,5,15,674,0.764172335600907
1415,0,20,6,0,1,2,2,4,218,2,243,27,16,3,5,20,569,0.47694886839899414
1416,0,23,1,2,1,4,3,4,264,1,390,23,18,4,5,26,769,0.7591312931885489
1417,0,14,5,0,1,4,0,4,202,0,293,27,23,1,9,24,607,0.7832258064516129
1418,0,41,4,1,4,2,1,3,284,0,355,41,21,4,3,18,782,0.8078512396694215
1419,0,21,4,1,1,0,2,5,291,1,307,34,24,5,3,21,720,0.7531380753138075
1420,0,32,1,2,0,5,2,3,219,2,289,37,22,6,4,42,666,0.7735191637630662
1421,1,16,2,0,2,4,2,1,161,2,256,21,14,4,5,32,523,0.7623906705539358
1422,0,31,4,0,1,0,3,3,274,0,343,27,13,2,7,33,741,0.7201166180758017
1423,2,17,4,4,1,4,2,0,172,1,253,35,11,5,5,17,533,0.7571022727272727
1424,0,24,1,7,4,3,1,4,164,0,398,28,21,7,6,32,700,0.6660323501427212
1425,1,24,5,2,1,4,2,3,200,2,318,34,18,3,1,27,645,0.738831615120275
1426,0,14,5,2,1,1,2,2,175,0,271,32,17,2,8,15,547,0.4647408666100255
1427,1,31,11,0,0,4,1,1,215,0,321,46,14,4,4,38,691,0.770345596432553
1428,1,25,4,2,1,2,2,9,277,0,346,47,19,6,7,43,791,0.7687074829931972
1429,1,20,2,2,1,2,1,4,245,3,298,35,21,5,2,28,670,0.7346491228070176
1430,1,34,4,2,0,3,2,2,210,0,361,25,24,5,2,20,695,0.7505399568034558
1431,0,38,3,2,0,0,2,5,230,0,266,45,12,8,4,57,672,0.7272727272727273
1432,1,29,0,0,0,2,4,0,227,0,315,38,13,7,3,30,669,0.7343578485181119
1433,0,15,3,2,0,1,2,3,151,0,224,26,11,4,4,26,472,0.44528301886792454
1434,0,31,2,0,1,3,0,5,239,0,284,41,19,3,6,24,658,0.740990990990991
1435,0,20,2,1,0,3,1,1,203,2,294,28,19,3,5,36,618,0.4959871589085072
1436,0,34,7,3,2,4,4,2,191,1,259,42,11,2,3,36,601,0.7784974093264249
1437,1,38,6,2,1,3,1,2,275,0,358,38,11,1,1,29,767,0.7810590631364562
1438,0,32,3,2,1,0,0,4,241,0,359,40,26,2,1,14,725,0.8100558659217877
1439,1,23,2,1,3,1,4,2,236,1,284,41,11,4,5,20,639,0.7888888888888889
1440,0,24,8,1,2,1,2,1,248,1,286,28,18,2,2,23,647,0.7558411214953271
1441,1,27,3,0,0,6,0,0,223,0,291,24,21,4,0,14,614,0.7533742331288343
1442,1,24,2,2,0,6,2,2,219,1,297,44,12,2,6,22,642,0.7725631768953068
1443,0,18,5,3,0,4,0,2,211,1,314,21,17,3,3,22,624,0.7473053892215569
1444,0,23,0,1,0,4,0,0,168,0,305,27,11,10,5,49,603,0.7604035308953342
1445,0,26,4,2,0,3,3,6,251,5,377,41,16,4,4,29,771,0.7795753286147624
1446,1,30,3,1,1,7,2,4,273,2,410,48,18,1,4,39,844,0.7962264150943397
1447,1,24,0,2,2,0,4,2,161,0,247,22,18,3,1,22,509,0.4335604770017036
1448,0,34,5,1,1,2,0,2,263,1,398,31,14,5,6,34,797,0.6130769230769231
1449,0,18,1,0,1,0,2,5,212,0,273,28,17,3,3,29,592,0.6134715025906736
1450,2,22,1,1,0,0,2,2,178,1,247,30,14,2,1,20,523,0.37330478229835834
1451,1,32,3,0,2,3,1,2,365,0,334,36,15,3,2,19,818,0.8107036669970268
1452,0,30,2,2,5,1,1,3,250,1,366,58,11,5,6,20,761,0.7976939203354297
1453,0,29,2,2,6,3,1,1,300,1,364,52,31,3,0,25,820,0.8015640273704789
1454,0,23,2,1,1,1,0,0,233,0,251,25,9,1,0,11,558,0.827893175074184
1455,0,16,3,2,0,3,0,6,306,1,338,51,28,1,6,26,787,0.7997967479674797
1456,0,22,0,5,1,3,0,2,245,0,284,32,17,1,3,21,636,0.8
1457,0,36,1,7,2,1,4,4,255,0,286,41,14,4,3,17,675,0.8026159334126041
1458,2,26,0,1,1,5,1,3,320,1,319,42,22,0,5,23,771,0.7932098765432098
1459,1,33,3,0,0,0,2,1,379,1,306,40,22,2,3,19,812,0.810379241516966
1460,1,16,1,1,0,3,6,1,388,2,282,39,26,0,6,10,782,0.8240252897787145
1461,1,23,2,1,0,4,0,1,211,1,214,22,12,0,1,13,506,0.8006329113924051
1462,0,29,1,1,1,1,3,3,333,0,247,30,14,3,5,16,687,0.7951388888888888
1463,1,32,8,3,0,1,0,3,268,0,271,36,27,1,2,19,672,0.7850467289719626
1464,0,24,2,0,0,1,0,0,316,1,234,29,20,1,9,16,653,0.8458549222797928
1465,1,28,3,0,2,2,2,1,325,0,340,45,24,6,1,26,806,0.7925270403146509
1466,0,25,8,2,1,4,1,5,307,1,352,54,26,4,2,9,801,0.828335056876939
1467,0,14,6,1,1,1,2,0,220,0,211,22,11,0,4,10,503,0.3842627960275019
1468,1,29,3,2,2,2,2,7,366,4,315,44,38,1,2,31,849,0.9003181336161188
1469,1,30,4,2,0,3,2,7,291,1,293,57,22,0,1,26,740,0.9284818067754078
1470,1,44,1,4,0,5,2,6,281,2,341,44,26,2,4,43,806,0.9253731343283582
1471,0,31,0,3,3,5,0,7,291,0,353,36,38,6,6,28,807,0.8887665198237885
1472,1,56,12,4,7,1,1,6,353,5,295,40,19,2,7,28,837,0.8990332975295381
1473,0,40,6,2,3,1,5,4,301,2,297,34,29,3,8,25,760,0.9026128266033254
1474,0,26,4,3,2,2,1,3,219,0,248,53,18,0,4,21,604,0.9481946624803768
1475,0,22,2,2,2,0,2,3,231,0,215,25,18,1,7,6,536,0.9178082191780822
1476,0,29,9,2,0,5,2,4,207,0,244,33,25,5,3,23,591,0.9263322884012539
1477,0,28,8,1,0,1,2,4,211,0,223,17,17,2,2,11,527,0.839171974522293
1478,0,25,4,0,0,0,2,0,223,6,130,18,7,5,1,12,433,0.4245098039215686
1479,0,20,7,3,0,3,0,4,195,1,293,25,19,6,3,37,616,0.7857142857142857
1480,0,34,10,2,0,1,6,2,321,0,322,33,14,2,2,22,771,0.789150460593654
1481,0,30,12,6,0,2,0,1,231,3,297,40,19,3,4,25,673,0.7917647058823529
1482,0,47,6,1,4,4,0,6,243,1,338,29,12,2,0,22,715,0.7679914070891515
1483,0,13,1,3,3,5,2,2,144,1,279,17,12,5,2,44,533,0.42742582197273454
1484,1,18,4,1,3,7,3,0,191,0,341,37,14,6,7,25,658,0.7144408251900108
1485,0,29,6,0,1,3,1,2,191,0,257,28,20,5,5,23,571,0.7058096415327565
1486,0,17,1,3,4,6,2,4,164,3,283,30,15,11,1,49,593,0.6976470588235294
1487,1,23,6,1,1,1,0,2,167,3,211,18,15,0,3,16,468,0.7597402597402597
1488,0,18,2,0,2,5,1,1,194,1,268,31,17,2,2,18,562,0.7453580901856764
1489,0,19,1,2,1,3,0,3,203,4,279,28,14,5,4,38,604,0.7864583333333334
1490,0,36,4,0,0,2,3,4,199,0,329,32,15,3,5,43,675,0.800711743772242
1491,0,31,8,0,1,2,1,2,243,0,291,44,21,3,3,24,674,0.759009009009009
1492,0,31,1,0,0,3,2,1,239,1,310,43,16,0,5,31,683,0.7779043280182233
1493,1,40,4,0,2,0,0,4,224,1,331,38,30,2,4,33,714,0.8283062645011601
1494,0,21,7,1,0,2,0,2,214,1,291,38,12,4,4,33,630,0.7682926829268293
