SEZIONE,+Europa,Casapound Italia,Civica Popolare Lorenzin,Forza Italia,Fratelli d'Italia con Giorgia ,Il Popolo della Famiglia,Italia Europa Insieme,Italia agli Italiani,Lega,Liberi e Uguali,Movimento 5 Stelle,Noi con l'Italia - UDC,Partito Democratico,Partito Repubblicano Italiano ,Per Una Sinistra Rivoluzionari,Potere al Popolo!,TOTALE,AFFLUENZA
1781,88,2,3,81,33,0,3,2,105,31,105,3,147,0,2,6,611,0.6209349593495935
1786,11,5,1,49,10,1,4,3,70,28,95,1,153,2,2,3,438,0.7041800643086816
1787,11,4,2,72,20,1,18,4,114,27,122,9,106,1,3,3,517,0.6118343195266273
1789,39,4,3,105,29,4,4,0,123,35,151,3,137,0,0,9,646,0.6578411405295316
1790,23,5,0,58,15,3,0,0,89,15,83,5,163,1,1,4,465,0.6413793103448275
1794,70,3,4,90,22,3,8,2,68,33,61,4,206,1,4,8,587,0.5953346855983773
1799,35,0,1,69,16,4,4,6,88,23,65,6,133,0,0,2,452,0.6141304347826086
1800,38,5,5,77,22,0,2,4,87,19,112,4,153,0,2,11,541,0.5997782705099778
1801,17,6,2,69,28,5,5,2,133,38,100,5,160,0,0,4,574,0.6016771488469602
1806,27,4,3,99,15,4,2,0,119,22,142,10,111,0,0,6,564,0.6143790849673203
1809,27,5,1,81,15,2,4,1,109,20,112,6,126,0,3,8,520,0.6272617611580217
1811,28,1,0,60,14,1,1,1,77,14,74,5,93,1,0,3,373,0.5694656488549619
1815,20,2,0,72,17,1,3,0,85,17,94,5,154,0,0,8,478,0.6648122392211405
1818,40,6,2,86,26,0,2,2,69,16,89,10,145,3,2,7,505,0.6352201257861635
1819,24,4,4,76,17,1,8,1,82,21,78,6,175,0,3,5,505,0.6778523489932886
1823,45,1,3,70,16,3,3,1,57,31,62,7,112,0,2,4,417,0.5991379310344828
1824,12,6,3,55,22,1,2,3,118,26,124,2,75,1,2,6,458,0.6114819759679573
1826,11,2,1,57,7,3,2,0,87,13,128,0,94,0,1,9,415,0.5600539811066126
1832,5,2,0,66,15,1,1,3,73,3,92,4,75,1,3,0,344,0.48725212464589235
1833,62,3,4,71,14,0,6,1,90,28,77,5,162,0,2,10,535,0.6128293241695304
1834,54,3,3,59,23,4,6,1,71,33,55,3,145,0,0,8,468,0.618229854689564
1842,10,2,1,79,16,1,1,3,124,16,102,9,93,1,4,6,468,0.5558194774346793
1846,22,5,2,91,17,0,4,2,155,35,182,10,150,0,1,8,684,0.6653696498054474
1847,34,5,2,83,38,3,5,6,140,17,97,16,173,1,0,8,628,0.6811279826464208
1848,28,2,5,93,29,2,1,5,125,18,83,11,167,0,0,2,571,0.6988984088127295
1851,24,5,3,49,15,2,3,6,93,26,99,5,107,0,0,5,442,0.6130374479889042
1855,7,5,1,67,14,0,1,6,85,10,78,5,54,1,0,2,336,0.48345323741007196
1863,83,3,2,69,9,0,4,2,86,39,138,4,125,0,3,15,582,0.5791044776119403
1872,47,3,2,55,17,2,7,1,55,18,1,3,117,2,1,13,344,0.49072753209700426
1873,43,4,0,45,10,1,1,0,67,30,65,3,104,0,2,8,383,0.6592082616179001
1882,34,2,2,51,22,3,3,4,89,25,92,6,138,0,1,8,480,0.6357615894039735
1884,25,3,1,70,10,5,1,1,112,24,76,1,136,0,1,0,466,0.6044098573281452
1887,32,2,1,88,16,0,0,4,118,17,97,0,137,0,3,6,521,0.5880361173814899
1888,28,9,6,65,15,2,4,3,82,19,116,0,127,0,1,2,479,0.7002923976608187
1890,16,3,0,61,13,1,5,2,137,14,103,2,175,0,0,6,538,0.6427718040621266
1891,43,4,7,77,22,6,7,4,82,26,73,19,159,1,1,12,543,0.6441281138790036
1900,10,5,0,64,18,2,4,3,92,34,142,2,113,0,0,4,493,0.4944834503510532
1910,62,2,1,60,13,6,6,4,86,35,119,5,182,0,2,11,594,0.6292372881355932
1911,42,3,0,70,25,2,5,2,82,27,91,22,118,0,1,11,501,0.6317780580075663
1916,8,1,1,85,26,1,50,3,133,26,160,9,178,2,2,9,694,0.6414048059149723
1920,43,3,3,84,37,5,6,6,116,18,103,19,136,1,0,14,594,0.6585365853658537
1921,31,5,2,78,24,1,3,1,88,17,73,1,118,0,1,2,445,0.6330014224751067
1924,26,3,1,78,23,2,5,2,119,20,153,8,160,0,1,15,616,0.6511627906976745
1928,21,1,1,56,17,1,2,0,92,21,94,4,109,1,0,4,424,0.629080118694362
1930,36,1,1,90,30,3,4,5,123,23,139,5,140,1,0,9,610,0.605759682224429
1931,23,7,3,80,23,1,2,4,81,21,76,7,135,1,2,5,471,0.6709401709401709
1932,38,4,0,67,20,3,5,0,94,66,128,5,163,1,0,9,603,0.7161520190023754
1934,37,3,3,56,27,0,3,0,65,14,46,3,106,0,2,8,373,0.5996784565916399
1936,53,1,5,104,27,1,4,1,104,19,86,5,167,1,0,4,582,0.6423841059602649
1945,9,13,2,42,17,5,1,2,85,7,117,5,88,0,0,4,397,0.6155038759689923
1947,45,0,2,84,25,0,4,4,94,25,138,4,147,0,2,5,579,0.5801603206412825
1952,19,5,4,93,18,1,2,7,123,27,171,3,144,0,1,8,626,0.6316851664984864
1954,41,5,3,69,25,2,2,0,112,33,141,29,126,0,2,9,599,0.618801652892562
1957,39,1,0,66,27,4,6,0,132,30,186,5,239,0,1,3,739,0.6984877126654064
1958,41,3,0,78,19,1,3,3,79,21,93,6,147,0,1,2,497,0.6339285714285714
1959,47,4,5,83,24,6,5,2,110,49,136,7,191,1,2,4,676,0.6456542502387774
1961,56,3,3,96,34,1,9,2,126,25,114,2,204,0,1,6,682,0.6634241245136187
1969,24,0,3,35,6,2,5,2,81,27,84,17,146,0,1,3,436,0.6237482117310443
1973,15,4,0,81,12,4,2,6,102,10,144,3,113,0,0,3,499,0.583625730994152
1975,26,0,2,49,14,1,1,1,56,11,84,4,72,0,2,5,328,0.6130841121495327
1976,34,3,0,66,24,1,3,1,96,23,95,4,108,1,2,6,467,0.6096605744125326
1979,9,1,1,40,10,0,0,2,75,13,75,2,53,0,0,6,287,0.5562015503875969
1981,34,3,4,110,29,1,3,4,110,14,69,22,226,0,0,6,635,0.6993392070484582
1983,60,4,4,86,23,0,7,4,89,36,101,2,160,2,4,6,588,0.6222222222222222
1985,7,7,0,85,10,3,2,4,93,12,104,1,110,0,2,1,441,0.5610687022900763
1989,29,3,2,78,16,3,2,0,74,29,111,5,110,0,3,9,474,0.5977301387137453
1991,21,4,2,80,15,0,2,3,113,16,92,3,107,0,3,5,466,0.6115485564304461
1992,8,0,2,63,22,2,0,2,86,11,172,0,74,0,0,3,445,0.6357142857142857
1995,39,1,0,70,23,0,4,4,125,25,122,5,165,1,2,11,597,0.6662946428571429
1997,45,2,1,72,26,7,2,3,101,39,74,2,148,0,1,16,539,0.6245654692931634
2000,12,5,2,80,22,0,2,5,130,20,121,4,93,2,3,2,503,0.5735461801596351
2001,5,5,2,104,28,1,0,1,116,20,118,7,107,0,3,3,520,0.5758582502768549
2004,39,2,2,65,26,5,4,2,100,23,92,9,109,1,0,6,485,0.5679156908665105
2015,23,4,1,115,25,1,6,3,133,36,139,4,164,3,0,7,664,0.5998193315266486
2017,45,4,6,85,29,3,6,4,108,18,101,5,161,1,0,5,581,0.6528089887640449
2019,18,6,5,48,4,2,1,1,110,17,93,3,89,0,1,4,402,0.5937961595273265
2021,35,7,4,91,26,1,3,4,92,16,59,4,135,1,0,4,482,0.6443850267379679
2024,6,6,0,77,14,3,5,1,119,13,126,2,106,1,3,2,484,0.5525114155251142
2026,1,0,0,4,0,2,0,1,7,0,3,1,18,1,0,0,38,0.14615384615384616
2029,64,2,2,68,36,0,5,1,98,26,76,5,192,1,2,4,582,0.6339869281045751
2042,19,7,3,77,13,3,1,3,86,23,191,5,141,0,1,10,583,0.6923990498812351
2044,29,2,0,54,11,1,3,2,61,21,67,6,109,0,7,0,373,0.5660091047040972
2046,70,4,0,66,29,2,11,5,108,37,136,3,197,0,3,4,675,0.6255792400370713
2050,25,8,0,126,5,8,5,4,22,11,120,88,150,0,3,6,581,0.6141649048625792
2053,35,2,3,91,17,4,6,5,113,25,114,9,157,0,0,5,586,0.6774566473988439
2055,41,5,5,110,26,3,7,4,128,28,128,3,174,0,3,12,677,0.6368767638758231
2058,35,1,4,67,16,0,4,3,79,22,97,12,140,0,2,9,491,0.6270753512132823
2060,18,2,0,77,10,1,4,3,113,16,111,0,112,0,0,5,472,0.5639187574671446
2062,6,5,1,67,14,1,1,5,114,9,87,3,84,0,2,1,400,0.5031446540880503
2063,8,3,2,70,5,0,1,1,73,12,68,3,54,0,0,2,302,0.49589490968801314
2064,16,4,1,89,9,2,0,3,115,11,104,0,106,0,0,5,465,0.5691554467564259
2065,15,1,2,61,11,2,2,2,82,23,94,4,95,1,2,6,403,0.5431266846361186
2066,28,2,0,84,31,2,2,1,113,20,105,6,156,0,3,3,556,0.6465116279069767
2069,27,5,3,63,11,2,4,0,83,23,91,4,144,0,0,13,473,0.6111111111111112
2070,41,1,1,58,14,0,8,1,60,32,86,30,158,2,1,10,503,0.5973871733966746
2072,35,2,2,70,27,1,5,3,104,25,80,2,129,0,0,0,485,0.7121879588839941
2082,1,0,1,10,1,0,0,0,10,2,8,0,10,0,0,2,45,inf
2083,18,7,6,61,27,2,1,4,93,12,100,9,137,2,0,4,483,0.7
2089,28,2,3,81,24,6,3,2,87,15,93,0,146,0,1,5,496,0.6262626262626263
2091,66,4,3,97,28,4,7,4,64,20,54,7,183,0,0,11,552,0.638150289017341
2092,65,1,2,58,17,3,5,2,67,21,98,4,154,2,0,13,512,0.579841449603624
2102,21,3,2,47,15,1,4,1,86,13,60,5,79,0,1,4,342,0.5777027027027027
2103,33,3,3,78,26,4,1,2,87,27,90,11,133,1,0,2,501,0.6414852752880922
2105,56,1,2,92,34,1,2,3,117,29,102,4,194,3,3,9,652,0.6552763819095477
2107,18,0,2,86,22,0,5,0,119,0,0,3,162,0,0,0,417,0.43347193347193347
2108,39,7,1,71,41,6,5,4,126,43,171,10,229,0,4,10,767,0.6979071883530482
2117,14,6,3,43,20,0,6,4,100,14,140,2,135,0,1,2,490,0.625
2120,35,6,2,79,23,1,4,4,84,30,101,7,147,2,0,8,533,0.66625
2124,25,1,2,56,17,1,4,1,101,15,69,5,101,2,1,5,406,0.6096096096096096
2132,26,3,1,67,20,0,3,2,103,40,114,6,195,0,1,6,587,0.6551339285714286
2141,16,8,11,80,14,3,1,4,114,21,105,4,129,0,0,3,513,0.684913217623498
2144,41,3,5,106,28,1,5,3,112,31,100,5,149,1,2,6,598,0.659316427783903
2147,44,5,3,129,26,4,4,1,111,29,95,7,201,0,0,11,670,0.6829765545361876
2158,37,4,1,81,22,3,1,3,130,35,224,1,168,0,2,6,718,0.7053045186640472
2159,26,4,1,104,17,2,1,2,138,17,122,13,121,0,1,9,578,0.643652561247216
2172,25,4,4,85,18,4,8,3,91,17,77,2,132,0,0,4,474,0.6
2181,53,4,5,83,18,6,12,1,141,32,151,8,199,0,3,6,722,0.6338893766461808
2183,33,1,2,64,20,8,8,2,86,26,83,53,152,1,0,7,546,0.6674816625916871
2184,21,4,5,60,17,1,3,1,98,14,124,7,94,2,3,2,456,0.6715758468335787
2186,35,4,2,89,27,4,0,3,116,31,156,0,116,1,0,6,590,0.6283280085197018
2192,38,2,2,70,26,1,1,6,103,33,84,4,146,0,0,7,523,0.6472772277227723
2193,31,1,5,94,22,6,1,5,121,24,134,8,137,0,1,7,597,0.6173733195449845
2195,42,3,5,93,16,3,4,3,108,24,127,10,122,2,1,14,577,0.6312910284463895
2196,6,3,1,62,13,4,1,4,106,11,97,7,74,2,2,5,398,0.5887573964497042
2210,21,6,2,69,18,5,4,4,120,30,156,3,97,1,3,27,566,0.5901981230448383
2212,33,5,2,93,22,1,2,3,94,19,97,5,117,2,1,4,500,0.591715976331361
2222,21,2,1,68,23,2,2,0,147,16,145,0,128,0,1,6,562,0.6209944751381216
2229,28,5,2,82,13,5,5,5,131,17,116,12,91,1,1,7,521,0.615112160566706
2241,23,5,0,42,16,1,0,4,98,19,122,2,97,2,3,0,434,0.6217765042979942
2243,39,2,3,70,20,1,1,5,106,33,111,8,142,1,0,5,547,0.6125419932810751
