SEZIONE,AN,Altern. Sociale,Comunisti It.,DC - Nuovo PSI,Forza Italia,Italia Valori,L'Ulivo,Lega Nord,M.S.Fiamma Tr.,No Euro,Pensionati,Rif. Comunista,Rosa nel pugno,UDC,UDEUR,Verdi,TOTALE,AFFLUENZA
2069,90,7,10,4,224,19,225,34,6,3,13,46,30,33,1,21,766,0.9352869352869353
2070,70,7,16,6,172,16,211,26,0,1,5,52,32,41,2,17,674,0.903485254691689
2072,85,0,10,3,203,14,161,32,1,0,2,24,20,55,3,15,628,0.9127906976744186
2081,5,1,6,2,36,6,39,2,2,0,2,6,2,10,0,2,121,inf
2082,7,0,0,0,36,2,25,6,1,0,3,0,1,8,0,2,91,inf
2083,82,0,15,5,210,12,174,55,5,1,9,45,8,46,3,17,687,0.9271255060728745
2089,99,6,11,3,209,16,181,27,4,0,11,37,32,46,3,10,695,0.8709273182957393
2091,85,2,8,3,198,8,165,28,1,0,0,33,22,50,1,10,614,0.9056047197640118
2092,68,3,14,6,174,20,183,21,2,0,9,49,34,36,2,15,636,0.8446215139442231
2102,92,9,14,9,213,20,168,49,1,2,15,42,19,30,2,15,700,0.8413461538461539
2103,91,6,13,3,237,14,208,39,4,0,10,39,22,44,4,18,752,0.9016786570743405
2105,94,6,10,3,227,23,250,61,1,0,8,39,31,46,0,35,834,0.8948497854077253
2107,67,11,21,2,176,16,257,52,4,3,16,60,29,29,3,16,762,0.8964705882352941
2108,82,2,15,2,152,18,270,46,0,1,5,57,27,33,1,17,728,0.9134253450439147
2117,80,4,12,4,138,18,224,28,5,2,9,64,18,32,2,28,668,0.939521800281294
2120,65,6,10,3,184,21,227,56,4,1,18,62,23,37,2,24,743,0.9060975609756098
2124,77,6,6,1,196,15,162,34,2,0,12,49,20,24,1,20,625,0.8468834688346883
2132,62,1,18,0,132,16,268,34,4,1,7,49,13,24,0,16,645,0.9033613445378151
2141,85,8,5,2,205,18,215,44,1,3,11,39,22,53,1,26,738,0.9225
2144,134,6,11,3,227,21,238,25,5,1,3,48,22,52,3,22,821,0.9318955732122588
2147,111,6,14,2,293,14,272,53,2,0,5,51,32,45,3,22,925,0.9545923632610939
2158,71,3,7,2,183,14,194,41,1,0,15,51,17,30,0,22,651,0.8942307692307693
2159,90,6,8,7,199,26,206,45,1,0,11,44,14,37,0,17,711,0.8525179856115108
2172,80,2,7,0,188,35,184,42,1,1,10,28,22,38,5,6,649,0.9153737658674189
2181,78,5,10,5,176,15,176,46,3,1,16,52,17,19,9,14,642,0.8782489740082079
2183,83,7,13,2,257,6,185,26,2,0,7,36,16,54,1,11,706,0.9121447028423773
2184,76,4,11,3,154,16,132,24,5,3,8,33,23,28,5,24,549,0.8578125
2186,90,10,9,4,196,16,228,35,3,3,8,60,17,37,0,26,742,0.8791469194312796
2192,91,7,8,8,199,24,202,43,1,1,10,49,25,44,4,19,735,0.8996328029375765
2193,87,7,7,2,207,26,212,43,4,1,10,37,22,46,4,29,744,0.8815165876777251
2195,67,6,10,4,200,23,163,50,5,2,3,51,31,59,2,22,698,0.8574938574938575
2196,53,8,17,0,168,13,187,35,4,2,17,51,16,17,2,11,601,0.7845953002610966
2210,68,8,29,7,164,25,246,47,5,3,14,88,18,40,6,25,793,0.8695175438596491
2212,62,4,11,6,155,12,132,28,2,0,20,44,21,40,3,11,551,0.7717086834733894
2222,87,6,10,0,164,17,248,52,4,1,11,59,19,40,4,15,737,0.829954954954955
2229,82,6,8,3,191,19,168,52,2,1,10,55,22,41,0,15,675,0.8576874205844981
2241,60,6,6,3,148,18,208,35,1,2,16,43,19,25,0,16,606,0.8938053097345132
2243,91,5,12,3,222,13,204,45,6,0,16,47,32,44,1,15,756,0.8729792147806005
