SEZIONE,Alternativa Municipale,"Beppe Sala Sindaco Noi, Milano",Fuxia People Maria Teresa Bald,Giorgia Meloni per Parisi,Io corro per Milano Lista Civ.,Italia dei Valori per B. Sala,Lega Nord Lega Lomb. Salvini,Milano Popolare Parisi Sindaco,Milano in Comune Rizzo Sindaco,Movimento 5 Stelle,Noi x Milano Mardegan Sindaco,Partito Comunista dei Lavorato,Partito Democratico Beppe Sala,Pensionati,Per Parisi Forza Italia Berl.,Radicali con Cappato Sindaco,Sinistra x Milano,TOTALE,AFFLUENZA
1884,8,20,2,7,6,6,44,11,11,35,1,10,124,1,88,5,14,393,0.5212201591511937
1887,0,36,2,19,9,2,60,14,23,48,8,2,129,4,88,6,11,461,0.5197294250281849
1888,0,31,0,12,7,2,53,13,17,38,4,1,84,2,57,13,11,345,0.5180180180180181
1890,1,30,1,0,0,1,67,0,20,38,4,2,160,1,84,5,13,427,0.5047281323877069
1891,3,38,0,10,17,2,45,32,29,42,13,1,128,2,81,5,59,507,0.5909090909090909
1900,0,36,1,11,12,6,48,9,17,77,9,3,126,3,81,9,6,454,0.4562814070351759
1910,2,42,0,7,8,2,29,8,33,58,12,1,175,1,82,9,30,499,0.5394594594594595
1911,5,45,0,9,6,3,40,18,14,35,9,0,115,2,91,6,21,419,0.5371794871794872
1916,1,41,1,11,21,4,118,30,20,82,15,3,143,2,75,7,18,592,0.5179352580927384
1920,0,40,2,11,6,3,79,32,17,47,3,2,139,8,105,19,22,535,0.5859802847754655
1921,0,36,0,9,13,3,47,11,8,35,5,3,103,3,65,2,18,361,0.5048951048951049
1924,1,37,2,6,9,2,72,9,22,64,3,4,189,2,79,4,14,519,0.5509554140127388
1928,0,23,1,5,11,0,50,9,9,29,4,5,106,1,83,2,14,352,0.5161290322580645
1930,2,40,0,14,9,6,77,14,18,51,10,0,130,2,96,14,15,498,0.498
1931,1,34,2,13,6,0,52,22,11,50,5,0,111,1,82,4,9,403,0.5612813370473537
1932,0,37,1,4,3,2,51,9,30,67,6,9,156,4,68,4,21,472,0.5481997677119629
1934,2,18,0,11,10,3,32,8,8,30,3,2,93,0,57,8,11,296,0.4805194805194805
1936,2,43,2,7,13,0,33,19,12,42,25,1,132,1,95,7,14,448,0.5114155251141552
1945,0,20,0,15,6,3,56,15,7,62,3,5,120,2,70,4,10,398,0.4492099322799097
1947,0,39,1,12,19,4,61,14,15,68,4,2,130,1,100,7,28,505,0.44809228039041704
1952,0,16,3,8,6,5,46,14,22,111,8,4,129,3,167,11,10,563,0.5840248962655602
1954,1,26,1,9,14,3,67,38,29,60,5,1,136,3,96,11,15,515,0.544973544973545
1957,3,64,0,26,16,3,83,19,24,100,7,4,235,1,140,12,16,753,0.5869056897895557
1958,0,26,1,15,12,4,42,14,8,38,1,3,116,2,86,8,13,389,0.4993581514762516
1959,2,52,2,12,9,4,69,15,20,73,6,4,184,3,103,5,23,586,0.5672797676669894
1961,1,52,3,18,12,9,89,13,14,44,4,0,194,1,110,7,12,583,0.5795228628230616
1969,1,28,0,9,3,1,40,26,18,44,1,2,121,4,64,5,13,380,0.5285118219749653
1973,0,15,0,6,7,4,71,7,6,72,0,3,105,2,107,4,4,413,0.48702830188679247
1975,1,14,1,12,11,2,39,7,7,44,4,0,71,1,49,6,8,277,0.506398537477148
1976,0,29,0,11,13,3,52,10,20,48,6,2,96,4,83,9,14,400,0.5181347150259067
1979,1,13,0,5,6,0,39,10,9,31,2,4,54,2,45,5,2,228,0.4359464627151052
1981,0,44,0,19,8,1,54,28,12,37,0,4,182,2,132,4,19,546,0.6059933407325194
1983,4,42,3,5,20,2,40,5,25,25,3,2,150,1,73,12,23,435,0.4769736842105263
1985,0,16,0,9,6,1,45,4,10,58,6,0,109,3,89,2,7,365,0.4539800995024876
1989,1,27,0,7,3,1,56,9,14,57,2,2,106,3,75,10,14,387,0.4948849104859335
1991,2,14,1,7,3,1,64,6,13,44,5,1,81,0,118,1,6,367,0.4735483870967742
1992,1,26,0,6,3,1,48,14,7,78,0,6,87,2,87,2,5,373,0.5246132208157525
1995,1,35,5,10,19,7,74,10,16,69,7,1,140,4,91,15,23,527,0.5961538461538461
1997,1,63,0,13,17,3,60,15,17,48,6,0,132,2,83,7,26,493,0.5465631929046563
2000,0,29,0,4,3,2,79,13,0,0,0,0,106,1,136,0,12,385,0.4415137614678899
2001,1,15,0,14,5,3,78,8,13,62,11,4,114,5,112,5,6,456,0.5083612040133779
2004,1,25,0,9,12,2,54,8,10,47,4,3,118,3,91,3,17,407,0.48279952550415184
2015,0,52,0,11,6,4,63,21,12,59,4,4,142,3,121,7,33,542,0.4990791896869245
2017,6,35,0,6,12,0,74,19,18,37,9,0,146,0,100,10,16,488,0.5434298440979956
2019,4,11,0,5,9,3,53,7,2,64,3,12,86,3,63,2,8,335,0.5022488755622189
2021,2,40,1,10,6,1,55,12,14,20,7,0,106,1,100,9,13,397,0.5357624831309041
2024,2,21,0,9,4,3,58,11,8,48,7,1,116,7,84,3,2,384,0.4187568157033806
2026,0,5,0,1,0,1,0,0,0,0,1,0,10,0,4,0,1,23,0.08487084870848709
2029,1,50,3,9,13,3,50,22,15,33,3,1,148,0,109,13,15,488,0.5495495495495496
2042,2,21,1,12,3,12,43,9,14,77,2,3,145,1,107,5,4,461,0.5379229871645275
2044,2,26,1,14,10,1,65,13,8,39,0,4,85,0,103,11,16,398,0.4461883408071749
2046,0,37,4,11,16,2,50,16,23,59,3,3,168,1,73,20,35,521,0.48782771535580527
2050,0,26,0,11,5,1,74,7,18,53,3,4,110,2,141,7,17,479,0.5206521739130435
2053,1,33,0,10,9,8,74,15,6,40,3,3,146,1,85,2,16,452,0.5213379469434832
2055,0,47,1,5,14,1,81,16,31,63,4,0,167,2,122,9,9,572,0.5463228271251194
2058,1,32,1,9,10,2,46,23,16,43,4,1,133,2,67,9,9,408,0.5224071702944942
2060,0,12,0,9,3,6,40,6,13,49,8,1,117,3,81,8,8,364,0.417910447761194
2062,2,16,4,5,12,3,88,16,13,39,4,1,105,4,89,3,5,409,0.4939613526570048
2063,0,18,0,6,8,8,42,4,11,29,3,1,54,4,61,4,5,258,0.4050235478806907
2064,4,2,1,7,25,9,49,12,14,52,1,2,117,2,106,9,3,415,0.49760191846522783
2065,0,28,1,9,6,3,41,8,9,38,7,0,91,5,63,2,10,321,0.43087248322147653
2066,0,31,0,10,13,3,59,17,11,47,3,7,149,2,114,15,11,492,0.5472747497219133
2069,2,27,0,9,7,3,46,16,10,41,2,2,145,1,73,11,11,406,0.5178571428571429
2070,0,27,1,7,5,1,44,45,22,54,11,2,137,2,68,15,32,473,0.5617577197149644
2072,1,17,1,8,13,4,63,11,14,32,4,0,96,3,84,7,10,368,0.5356622998544396
2082,0,1,0,0,0,0,1,2,0,2,0,0,4,1,5,0,1,17,inf
2083,1,26,0,6,9,5,55,18,9,48,7,3,123,0,74,9,6,399,0.5757575757575758
2089,1,37,5,12,14,3,54,3,6,33,6,0,114,0,86,9,12,395,0.48525798525798525
2091,1,47,0,12,23,2,38,15,10,30,14,1,136,1,70,14,27,441,0.5127906976744186
2092,2,32,0,5,4,6,27,17,16,43,2,5,125,2,81,19,11,397,0.45790080738177624
2102,0,15,0,8,5,1,43,14,10,22,4,0,82,1,57,3,11,276,0.4709897610921502
2103,1,45,1,14,16,4,41,18,7,53,5,1,124,2,76,13,14,435,0.5444305381727159
2105,1,21,0,21,12,6,67,12,19,57,10,4,174,1,102,9,16,532,0.5373737373737374
2107,0,37,2,17,6,2,69,13,22,77,8,3,208,1,113,11,19,608,0.5457809694793537
2108,0,65,0,12,18,3,85,17,14,69,7,4,228,4,99,8,25,658,0.6058931860036832
2117,5,28,0,2,0,3,44,14,9,89,7,4,143,1,82,4,7,442,0.5538847117794486
2120,0,31,0,15,6,2,67,21,18,52,8,3,136,0,86,2,29,476,0.5905707196029777
2124,2,24,1,6,10,2,47,10,9,32,5,3,101,0,75,3,4,334,0.4948148148148148
2132,1,23,1,8,3,2,55,3,13,43,2,0,155,0,56,6,13,384,0.5680473372781065
2141,0,26,0,5,11,6,65,14,9,56,1,1,164,7,96,2,5,468,0.6265060240963856
2144,1,45,1,7,16,2,55,13,19,61,6,0,131,2,103,12,17,491,0.5455555555555556
2147,2,41,0,10,19,2,52,14,21,44,6,1,173,4,153,11,21,574,0.5809716599190283
2158,0,25,1,7,7,8,63,9,23,106,4,3,164,1,123,5,35,584,0.5714285714285714
2159,1,20,0,11,10,5,70,22,10,59,2,1,103,3,110,8,16,451,0.5119182746878547
2172,1,30,0,10,7,2,60,13,9,42,1,2,146,2,101,13,4,443,0.5636132315521628
2181,2,29,1,16,12,4,64,19,15,72,10,5,203,8,95,10,21,586,0.5195035460992907
2183,0,34,2,9,12,4,53,65,11,51,11,2,120,0,93,3,15,485,0.5987654320987654
2184,3,24,1,12,6,3,42,12,9,41,8,0,89,7,59,3,7,326,0.4738372093023256
2186,1,18,2,11,12,4,48,19,30,88,1,0,154,4,114,10,20,536,0.5525773195876289
2192,0,27,1,10,15,4,57,11,8,37,4,2,149,2,83,9,14,433,0.54125
2193,4,27,0,5,18,2,47,15,11,50,7,1,116,4,119,7,13,446,0.5073947667804323
2195,2,24,0,16,9,4,61,14,15,53,3,1,115,4,89,13,18,441,0.4856828193832599
2196,0,16,1,4,2,2,59,12,15,34,2,5,76,4,72,5,3,312,0.45949926362297494
2210,0,19,1,7,7,4,64,9,44,84,12,7,100,5,89,13,15,480,0.4933196300102775
2212,1,26,1,8,5,0,32,9,9,41,5,1,72,2,83,0,8,303,0.45770392749244715
2222,0,23,0,11,8,3,93,24,5,63,3,0,141,2,76,6,8,466,0.5183537263626251
2229,0,34,1,11,11,3,66,24,14,52,0,1,104,4,82,6,16,429,0.5119331742243437
2241,0,28,1,12,9,4,60,6,7,53,1,0,88,2,67,10,14,362,0.5149359886201992
2243,1,25,0,12,18,3,58,25,18,51,2,3,113,3,95,8,18,453,0.5022172949002217
